referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
nis2,S10.09,3.2.5,The relevant entities shall maintain and back up logs for a predefined period and shall protect them from unauthorised access or changes.,tgv_plus_etroit,La protection de l'information journalisée contre l'altération et la divulgation correspond à la protection des journaux contre les accès et modifications non autorisés.
nis2,S11.01,3.2.5,The relevant entities shall maintain and back up logs for a predefined period and shall protect them from unauthorised access or changes.,recoupement_partiel,La conservation de l'information journalisée selon le calendrier légal recoupe le maintien des journaux pour une période prédéfinie.
nis2,S11.02,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",tgv_plus_etroit,La protection des communications entre composantes correspond à l'établissement de canaux de confiance isolés protégeant les informations transitées.
nis2,S11.03,6.8.1,The relevant entities shall segment systems into networks or zones in accordance with the results of the risk assessment referred to in point 2.1. They shall segment their systems and networks from third parties’ systems and networks.,tgv_plus_etroit,Le cloisonnement de l'environnement d'exécution correspond à la segmentation des systèmes en réseaux ou zones.
nis2,S11.05,8.1.3,"The awareness raising programme shall, where appropriate, be tested in terms of effectiveness. The awareness raising programme shall be updated and offered at planned intervals taking into account changes in cyber hygiene practices, and the current threat landscape and risks posed to the relevant entities.",recoupement_partiel,Les campagnes de simulation d'hameçonnage recoupent le test d'efficacité du programme de sensibilisation.
nis2,S11.06,6.7.1,The relevant entities shall take the appropriate measures to protect their network and information systems from cyber threats.,recoupement_partiel,L'exigence d'une connectivité sécuritaire recoupe les mesures de protection des SI contre les cybermenaces.
nis2,S12.01,8.2.3.b,briefing on known cyber threats;,tgv_plus_etroit,Le plan de formation en cybersécurité sur les menaces numériques correspond au briefing sur les cybermenaces connues.
nis2,S12.02,6.2.1,"Before developing a network and information system, including software, the relevant entities shall lay down rules for the secure development of network and information systems and apply them when developing network and information systems in-house, or when outsourcing the development of network and information systems. The rules shall cover all development phases, including specification, design, development, implementation and testing.",tgv_plus_etroit,La prise en compte de la sécurité à chaque étape du développement correspond à l'établissement et l'application de règles de développement sécurisé.
nis2,S12.03,6.8.2.h,"separate the production systems for the relevant entities’ services from systems used in development and testing, including backups.",equivalent,"La distinction des environnements de développement, de test et d'exploitation correspond à la séparation des systèmes de production de ceux de développement et de test."
nis2,S12.04,6.2.2.b,"apply principles for engineering secure systems and secure coding principles to any information system development activities such as promoting cybersecurity-by-design, zero-trust architectures;",tgv_plus_etroit,Le respect des bonnes pratiques de sécurité en développement correspond à l'application des principes d'ingénierie et de codage sécurisés.
nis2,S12.05,6.2.2.b,"apply principles for engineering secure systems and secure coding principles to any information system development activities such as promoting cybersecurity-by-design, zero-trust architectures;",tgv_plus_etroit,Le respect des principes d'ingénierie de la sécurité par les développeurs correspond à l'application des principes d'ingénierie des systèmes sécurisés.
nis2,S12.06,6.2.3,"For outsourced development of network and information systems, the relevant entities shall also apply the policies and procedures referred to in points 5 and 6.1.",tgv_plus_etroit,La supervision de tout développement externalisé correspond à l'application des politiques aux développements de SI externalisés.
nis2,S12.07,6.2.2.f,sanitise and anonymise testing data according to the risk assessment carried out pursuant to point 2.1.,tgv_plus_etroit,L'évitement d'information confidentielle de production en développement correspond à l'assainissement et l'anonymisation des données de test.
nis2,S12.08,6.5.1,"The relevant entities shall establish, implement and apply a policy and procedures for security testing.",recoupement_partiel,La stratégie de tests applicatifs recoupe l'établissement d'une politique et de procédures de tests de sécurité.
nis2,S13.01,6.10.2.a,"monitor information about vulnerabilities through appropriate channels, such as announcements of CSIRTs, competent authorities or information provided by suppliers or service providers;",recoupement_partiel,La prise en compte des vulnérabilités des composantes tierces recoupe la surveillance de l'information sur les vulnérabilités via les fournisseurs.
nis2,S13.02,5.1.2,"As part of the supply chain security policy referred to in point 5.1.1, the relevant entities shall lay down criteria to select and contract suppliers and service providers. Those criteria shall include the following:",recoupement_partiel,L'évaluation des menaces et risques pour tout recours à un fournisseur tiers recoupe les critères de sélection fondés sur les pratiques de cybersécurité des fournisseurs.
nis2,S13.03,5.2.b,"a list of ICT products, ICT services, and ICT processes provided by the direct supplier or service provider to the relevant entities.",tgv_plus_etroit,La liste des fournisseurs précisant la nature de leurs services correspond au registre des produits et services TIC fournis par chaque fournisseur.
